ID,Brand,Model,Year,Color,Mileage,Price,Condition
5086,Volkswagen,Generic Model 1,2015,Green,117362,17787,Used
5087,Toyota,Camry,2008,Red,8236,6261,New
5088,Mercedes-Benz,Generic Model 3,2022,Blue,110539,54058,Used
5089,Mazda,Generic Model 1,1993,Blue,15275,24832,Used
5090,Tesla,Generic Model 1,2003,Blue,10762,26738,Used
5091,Ford,F-150,2013,Silver,148243,70122,Used
5092,Ford,Edge,2005,Silver,144141,5857,Used
5093,Land Rover,Generic Model 3,2018,White,119248,18922,New
5094,Mazda,Generic Model 1,2009,Silver,107542,38475,New
5095,Volkswagen,Generic Model 2,2018,Red,114420,33035,New
5096,Volvo,Generic Model 2,1992,White,147558,23494,New
5097,Mercedes-Benz,Generic Model 1,2020,Red,183525,65003,Used
5098,Mercedes-Benz,Generic Model 3,2021,Silver,149438,50189,Used
5099,Jeep,Generic Model 3,1998,Green,71946,17531,Used
5100,Toyota,Tacoma,2012,Blue,115436,41309,New
5101,Volkswagen,Generic Model 2,1998,White,196299,43498,Used
5102,Porsche,Generic Model 2,2017,Green,45501,76565,New
5103,Jaguar,Generic Model 1,2017,Blue,154608,29849,New
5104,Honda,Accord,2011,Green,87272,73395,New
5105,Volvo,Generic Model 1,1990,White,142861,61915,New
5106,Toyota,Corolla,1997,Green,179917,35368,Used
5107,Lexus,Generic Model 1,2019,Blue,47972,55315,New
5108,Audi,Generic Model 3,1993,Red,38176,75653,Used
5109,Subaru,Generic Model 3,2002,Black,56772,39862,New
5110,Mazda,Generic Model 3,1998,Silver,29858,62346,New
5111,Tesla,Generic Model 1,1994,Blue,185038,21004,Used
5112,BMW,Generic Model 3,2001,Silver,94015,21013,New
5113,Mazda,Generic Model 2,2005,Red,52797,24173,Used
5114,Honda,Pilot,2008,Green,154302,63185,New
5115,Mazda,Generic Model 3,1998,White,162981,29766,New
5116,Chevrolet,Generic Model 3,2005,Blue,122113,13052,Used
5117,Mercedes-Benz,Generic Model 3,2006,White,34395,56839,New
5118,BMW,Generic Model 3,2009,Red,177541,66152,New
5119,Porsche,Generic Model 3,2002,Green,80060,26005,New
5120,Ford,Edge,1991,White,36140,61423,Used
5121,Volvo,Generic Model 3,2014,Green,119518,42519,Used
5122,Nissan,Generic Model 3,2001,White,161156,69097,New
5123,Land Rover,Generic Model 3,2000,Green,51999,13878,Used
5124,Lexus,Generic Model 1,1991,Silver,18568,78253,New
5125,Ford,Escape,2010,White,160360,7593,New
5126,Honda,Odyssey,1990,White,28770,64078,Used
5127,Honda,Civic,1992,White,181454,39853,New
5128,Subaru,Generic Model 1,1994,White,23408,34294,New
5129,BMW,Generic Model 3,2007,Red,44187,51012,New
5130,Land Rover,Generic Model 3,1991,Silver,197289,72742,Used
5131,Volvo,Generic Model 2,2002,Blue,26331,70721,Used
5132,Porsche,Generic Model 3,1996,Red,179942,33508,New
5133,Hyundai,Generic Model 3,2016,Silver,189623,19945,New
5134,Volvo,Generic Model 3,2013,Blue,1412,62170,Used
5135,Honda,Accord,1992,Red,190741,39659,Used
5136,Subaru,Generic Model 2,1992,White,102308,16059,Used
5137,Honda,Odyssey,2016,Black,25951,30051,New
5138,Subaru,Generic Model 1,2010,Red,176365,7705,New
5139,Lexus,Generic Model 2,2016,Blue,180145,63187,New
5140,Volkswagen,Generic Model 2,1997,Green,88605,72166,Used
5141,Jaguar,Generic Model 2,2017,Red,38870,25437,Used
5142,Jeep,Generic Model 1,1997,Red,14967,13544,New
5143,Hyundai,Generic Model 3,2008,Red,14556,52713,Used
5144,Volvo,Generic Model 3,1997,Blue,38147,67527,New
5145,Subaru,Generic Model 1,2014,Red,169560,26496,New
5146,Mercedes-Benz,Generic Model 2,1990,Black,183472,35779,Used
5147,Audi,Generic Model 2,1993,Green,88491,12125,Used
5148,Jaguar,Generic Model 1,2013,Green,78110,13602,New
5149,Volvo,Generic Model 1,2017,White,42333,14899,Used
5150,Ford,Explorer,2011,Red,47651,15728,New
5151,Nissan,Generic Model 3,2001,Silver,144414,37055,New
5152,Kia,Generic Model 2,1995,White,22653,74483,New
5153,Ford,Focus,2016,Blue,34127,41297,Used
5154,Hyundai,Generic Model 2,2022,Silver,73985,27010,New
5155,Land Rover,Generic Model 1,2012,Blue,46826,41570,Used
5156,Mercedes-Benz,Generic Model 3,2012,Red,139382,25077,Used
5157,BMW,Generic Model 1,2000,Black,75264,38119,Used
5158,Kia,Generic Model 2,1992,Red,56235,72856,Used
5159,Ford,F-150,2000,Red,106616,54337,Used
5160,Volvo,Generic Model 3,1994,Blue,10462,8797,New
5161,Hyundai,Generic Model 1,1990,Red,93170,13464,New
5162,Porsche,Generic Model 2,1995,Silver,100738,23266,Used
5163,Nissan,Generic Model 3,2017,White,157702,44246,New
5164,Volvo,Generic Model 3,2012,White,119085,67944,Used
5165,Toyota,Tacoma,2018,Black,88404,34069,Used
5166,Tesla,Generic Model 3,2004,Blue,15291,38614,New
5167,Kia,Generic Model 3,2003,Silver,155594,60967,New
5168,Volkswagen,Generic Model 3,2018,Red,4820,74423,New
5169,Porsche,Generic Model 2,2002,Blue,141243,66335,New
5170,Jaguar,Generic Model 2,1991,Green,21953,55813,New
5171,Nissan,Generic Model 1,2008,Silver,36497,38356,Used
5172,Volkswagen,Generic Model 2,1998,Silver,22404,21485,Used
5173,Honda,Accord,2000,Green,166290,31461,New
5174,Chevrolet,Generic Model 3,2004,White,141685,5914,Used
5175,Jaguar,Generic Model 2,2007,Silver,179825,6777,New
5176,Lexus,Generic Model 3,2006,Blue,179716,18184,New
5177,Kia,Generic Model 1,2004,Green,151206,33820,New
5178,Nissan,Generic Model 1,1991,White,196370,24712,New
5179,Honda,Odyssey,1998,Blue,185418,16256,Used
5180,BMW,Generic Model 3,2016,White,123182,7484,New
5181,Volkswagen,Generic Model 1,1995,Green,193091,41004,New
5182,Tesla,Generic Model 2,2007,Blue,181948,66446,Used
5183,Land Rover,Generic Model 1,2021,Black,49735,44087,Used
5184,Subaru,Generic Model 3,2022,Silver,50041,78144,New
5185,Ford,Escape,1995,Silver,20173,72790,New
5186,BMW,Generic Model 3,1994,Red,148133,60730,New
5187,Toyota,Corolla,2003,Green,168085,22352,New
5188,BMW,Generic Model 2,2008,White,75610,36050,Used
5189,Mazda,Generic Model 3,2010,Black,145781,32575,New
5190,Honda,CR-V,1991,Silver,23954,22649,Used
5191,BMW,Generic Model 2,2013,Red,93945,27328,Used
5192,BMW,Generic Model 3,2019,Black,169975,12348,New
5193,Volvo,Generic Model 1,2015,White,154573,20782,Used
5194,Hyundai,Generic Model 3,1995,Blue,184932,46924,New
5195,Kia,Generic Model 1,2012,White,166471,5941,New
5196,Subaru,Generic Model 2,2005,Green,30213,61937,New
5197,Mazda,Generic Model 2,2004,Black,90793,70487,Used
5198,BMW,Generic Model 3,1992,Silver,46534,24974,Used
5199,Lexus,Generic Model 1,1993,White,183643,74880,Used
5200,Tesla,Generic Model 2,2015,Silver,153923,15779,New
5201,Jaguar,Generic Model 1,1999,Silver,175894,36729,New
5202,Volvo,Generic Model 1,2012,Black,86565,14849,New
5203,Ford,Focus,2010,Red,67285,15626,Used
5204,Jaguar,Generic Model 1,2005,White,77071,63005,New
5205,Jeep,Generic Model 3,1991,White,185711,75148,New
5206,Honda,Fit,2016,Blue,12919,65319,Used
5207,Land Rover,Generic Model 2,2022,Black,133573,75004,New
5208,Jeep,Generic Model 1,2012,White,160377,59261,New
5209,Mazda,Generic Model 3,2002,Black,30989,39750,New
5210,Jaguar,Generic Model 2,1990,Silver,63500,26724,New
5211,Nissan,Generic Model 2,1994,Silver,66099,43100,New
5212,Mercedes-Benz,Generic Model 1,2010,Blue,145290,50599,Used
5213,Ford,F-150,1995,Green,28437,25288,Used
5214,Mercedes-Benz,Generic Model 2,2013,Black,184730,58893,Used
5215,Audi,Generic Model 3,2019,Green,125781,28782,Used
5216,Porsche,Generic Model 3,2017,White,79595,79455,Used
5217,Hyundai,Generic Model 1,2019,Blue,80956,48931,New
5218,Honda,Fit,1998,White,50903,29768,Used
5219,Ford,Explorer,1990,Red,187432,40716,New
5220,Mazda,Generic Model 3,1990,Silver,179515,50184,Used
5221,Nissan,Generic Model 1,2008,Blue,7976,8040,Used
5222,Chevrolet,Generic Model 3,2012,Black,159934,77551,New
5223,Subaru,Generic Model 1,2010,Silver,117650,71793,New
5224,BMW,Generic Model 3,2015,Blue,169178,39100,Used
5225,Hyundai,Generic Model 1,2004,White,164217,23758,Used
5226,Chevrolet,Generic Model 3,2016,Silver,182936,10573,New
5227,Jeep,Generic Model 2,2017,White,111019,58745,New
5228,Chevrolet,Generic Model 2,2022,Green,152035,64788,New
5229,Kia,Generic Model 3,2013,Red,159680,34353,New
5230,Volkswagen,Generic Model 2,1996,Black,165689,10463,New
5231,Jaguar,Generic Model 1,2007,Green,847,25239,New
5232,Subaru,Generic Model 3,1991,Blue,70319,54563,Used
5233,Nissan,Generic Model 1,1990,Silver,31244,10922,New
5234,Lexus,Generic Model 3,1999,White,101525,5345,Used
5235,Land Rover,Generic Model 3,2013,Green,27571,56435,Used
5236,BMW,Generic Model 3,2017,Black,185663,65148,New
5237,Ford,Escape,2014,Blue,20290,5432,New
5238,Jeep,Generic Model 3,2019,Silver,26995,19191,Used
5239,Chevrolet,Generic Model 2,1995,Green,19578,39078,Used
5240,Volvo,Generic Model 1,2017,Red,181278,42656,Used
5241,Jaguar,Generic Model 2,1997,Silver,80394,49966,New
5242,Tesla,Generic Model 2,2022,Red,174457,69640,New
5243,Subaru,Generic Model 1,1995,Blue,62438,75463,New
5244,Toyota,Camry,2007,Silver,61732,28637,Used
5245,Hyundai,Generic Model 2,2013,Red,116698,78302,New
5246,Jeep,Generic Model 3,2010,Black,158409,77396,Used
5247,BMW,Generic Model 1,1990,Silver,86390,7071,Used
5248,Kia,Generic Model 2,1997,White,139948,64297,New
5249,BMW,Generic Model 1,1991,Blue,87882,62779,Used
5250,Chevrolet,Generic Model 3,2009,Silver,81071,17688,Used
5251,Ford,F-150,2011,Black,47854,37366,New
5252,Tesla,Generic Model 2,1994,Green,11718,59538,New
5253,Tesla,Generic Model 2,2012,Red,40543,30824,Used
5254,Hyundai,Generic Model 1,2015,Red,1815,70291,New
5255,Honda,Odyssey,2014,Red,49520,40043,Used
5256,Mazda,Generic Model 1,1990,Red,189540,43085,Used
5257,Audi,Generic Model 2,2011,Red,119103,70284,New
5258,Mercedes-Benz,Generic Model 3,2006,Silver,83274,78931,Used
5259,Land Rover,Generic Model 3,2004,Silver,138561,29993,Used
5260,Honda,Accord,2001,Red,44431,6428,Used
5261,Volvo,Generic Model 1,2009,Black,154544,23965,Used
5262,Mazda,Generic Model 3,2022,Red,49871,35938,New
5263,Toyota,RAV4,2006,Black,1657,21371,New
5264,Porsche,Generic Model 3,1994,Green,161712,53574,New
5265,Toyota,Camry,1990,White,175757,17335,Used
5266,Chevrolet,Generic Model 1,2015,Green,36728,42774,Used
5267,Nissan,Generic Model 3,2019,Red,100795,71818,Used
5268,Tesla,Generic Model 1,1990,White,167671,74582,New
5269,Subaru,Generic Model 3,2003,Green,148695,28787,New
5270,Jeep,Generic Model 2,2004,Green,63976,48236,New
5271,Audi,Generic Model 1,2003,Red,157925,53991,New
5272,Mazda,Generic Model 1,2016,Black,185500,29999,Used
5273,Porsche,Generic Model 3,2000,White,14658,14431,Used
5274,Porsche,Generic Model 2,1991,White,165995,5842,New
5275,Nissan,Generic Model 3,2002,Red,26626,8332,Used
5276,Ford,Escape,2007,Blue,20919,65086,Used
5277,Volkswagen,Generic Model 3,2004,White,166685,11087,New
5278,Tesla,Generic Model 1,2020,Red,51688,28763,New
5279,Mazda,Generic Model 1,1999,White,171454,62649,New
5280,Toyota,RAV4,2006,White,74506,25173,New
5281,Tesla,Generic Model 1,2005,Red,103374,71578,Used
5282,Ford,F-150,2019,Black,25468,78789,Used
5283,Volvo,Generic Model 2,1999,Blue,94279,61517,Used
5284,Nissan,Generic Model 2,1998,Red,43725,24460,Used
5285,Audi,Generic Model 1,1997,Blue,181222,41836,New
5286,Mazda,Generic Model 3,1997,Blue,17989,41753,New
5287,Jeep,Generic Model 2,2020,Green,145424,47364,Used
5288,Kia,Generic Model 2,1993,Red,163410,41351,Used
5289,Chevrolet,Generic Model 2,1993,Silver,49563,32835,New
5290,Volvo,Generic Model 2,1995,Silver,35549,61035,New
5291,Land Rover,Generic Model 2,2014,White,59348,71796,Used
5292,Volkswagen,Generic Model 2,1997,Green,130649,56835,Used
5293,Volkswagen,Generic Model 3,1998,Black,39790,9356,New
5294,Lexus,Generic Model 2,1990,Red,180620,66715,Used
5295,Mazda,Generic Model 3,2020,Blue,151161,27611,Used
5296,Porsche,Generic Model 2,2004,White,176276,59624,Used
5297,Chevrolet,Generic Model 3,2007,White,19781,5328,Used
5298,Audi,Generic Model 2,2000,Red,66018,54740,Used
5299,Ford,Edge,2016,Green,67859,54929,New
5300,Land Rover,Generic Model 1,2013,Green,133150,51339,New
5301,Ford,Explorer,2009,Silver,59331,37067,New
5302,Mercedes-Benz,Generic Model 1,1997,Green,29694,24880,Used
5303,Lexus,Generic Model 1,2002,Green,54192,65047,Used
5304,Nissan,Generic Model 3,2015,Silver,50996,45746,Used
5305,Toyota,Camry,1994,Green,132468,20492,Used
5306,Mazda,Generic Model 1,2003,Black,53007,46858,Used
5307,Chevrolet,Generic Model 1,2005,Green,158228,11411,New
5308,Volkswagen,Generic Model 3,2008,Red,6234,56895,New
5309,Land Rover,Generic Model 1,2013,Silver,55932,65870,New
5310,Jeep,Generic Model 1,2002,Blue,46089,68740,New
5311,Mercedes-Benz,Generic Model 3,2022,Green,45947,62006,New
5312,Volvo,Generic Model 3,2001,Blue,124563,51706,New
5313,Land Rover,Generic Model 3,1993,Green,72958,47011,Used
5314,Hyundai,Generic Model 2,2006,Green,149507,54330,New
5315,Nissan,Generic Model 2,2015,Silver,132487,51422,New
5316,Jeep,Generic Model 2,2010,Red,21715,27747,Used
5317,Mercedes-Benz,Generic Model 2,2009,Green,186320,44597,Used
5318,Subaru,Generic Model 1,2000,Silver,126716,69434,New
5319,Chevrolet,Generic Model 2,2019,Black,17512,23512,New
5320,Subaru,Generic Model 3,1993,Silver,81711,44411,New
5321,Porsche,Generic Model 1,2022,Black,81710,49009,New
5322,Chevrolet,Generic Model 1,2016,Green,160505,67966,New
5323,Audi,Generic Model 2,1998,Green,60032,60730,New
5324,Mercedes-Benz,Generic Model 1,1999,Red,96934,31096,Used
5325,BMW,Generic Model 3,1995,Green,29216,18492,Used
5326,Kia,Generic Model 3,2012,White,1747,56832,New
5327,Honda,Fit,2022,White,91411,36485,New
5328,Ford,Mustang,2007,White,108499,19818,Used
5329,Volvo,Generic Model 2,1997,White,120797,18102,Used
5330,Volkswagen,Generic Model 2,2005,Blue,108845,50023,Used
5331,Tesla,Generic Model 1,2007,Black,23360,55946,Used
5332,Tesla,Generic Model 3,2003,Green,86105,36366,Used
5333,Toyota,Camry,2009,Blue,64038,31883,Used
5334,Hyundai,Generic Model 3,2011,Green,78662,75066,Used
5335,Mazda,Generic Model 3,1991,Blue,86666,23198,New
5336,Mazda,Generic Model 1,1991,Red,177629,22373,New
5337,Volkswagen,Generic Model 3,2015,Red,51149,31395,New
5338,Audi,Generic Model 1,2011,Silver,67454,64057,Used
5339,Hyundai,Generic Model 2,2008,Black,15173,43604,New
5340,Mercedes-Benz,Generic Model 3,1995,White,153258,62710,Used
5341,Subaru,Generic Model 1,1998,Red,99358,24502,Used
5342,Jeep,Generic Model 3,2020,Blue,87135,46560,New
5343,Jaguar,Generic Model 1,2000,White,151209,69987,New
5344,Audi,Generic Model 2,2008,Blue,98196,21616,New
5345,Volkswagen,Generic Model 1,2010,Black,43052,16558,Used
5346,Volvo,Generic Model 3,1995,Silver,48746,58043,Used
5347,Tesla,Generic Model 1,2008,Green,76330,64301,New
5348,BMW,Generic Model 2,2012,Red,157352,23620,Used
5349,Jeep,Generic Model 2,1997,Silver,162813,70226,New
5350,Land Rover,Generic Model 3,1995,Black,119893,46085,New
5351,Toyota,Prius,2013,White,37838,16623,Used
5352,BMW,Generic Model 1,2000,Blue,83521,71961,Used
5353,Land Rover,Generic Model 2,1991,Black,175499,13967,Used
5354,BMW,Generic Model 3,2014,White,100506,28642,New
5355,Audi,Generic Model 2,2005,Blue,156136,54202,New
5356,Honda,Civic,2002,White,158309,52173,Used
5357,Porsche,Generic Model 2,1994,Blue,165897,74743,New
5358,Mercedes-Benz,Generic Model 2,2003,White,135062,44543,New
5359,Toyota,Camry,1991,Red,35285,37898,Used
5360,Mazda,Generic Model 1,2014,Red,148545,63200,New
5361,Jeep,Generic Model 1,2016,Black,175615,52291,Used
5362,Honda,Odyssey,2022,Blue,54759,78868,New
5363,Subaru,Generic Model 3,2004,White,15134,44668,New
5364,Jeep,Generic Model 3,1997,Red,168505,76251,Used
5365,Mazda,Generic Model 1,1992,Silver,142167,45609,Used
5366,Mercedes-Benz,Generic Model 1,1993,Blue,42831,16568,New
5367,Ford,Escape,2011,Green,145433,42957,Used
5368,Land Rover,Generic Model 1,1998,White,165059,7761,New
5369,Volkswagen,Generic Model 2,2005,White,5209,27976,Used
5370,Porsche,Generic Model 1,2006,Red,196021,54511,Used
5371,Ford,Explorer,2019,White,37496,39367,New
5372,Mercedes-Benz,Generic Model 1,1992,Blue,154410,59190,Used
5373,Nissan,Generic Model 3,2004,Silver,73257,69283,New
5374,Subaru,Generic Model 3,2002,White,167879,8595,New
5375,BMW,Generic Model 2,2012,White,152176,48631,Used
5376,Kia,Generic Model 2,2010,Blue,175950,41229,Used
5377,Ford,Escape,1996,Blue,123672,23844,Used
5378,Jeep,Generic Model 1,2010,Red,2510,68917,New
5379,Jeep,Generic Model 1,2001,Blue,23079,63537,New
5380,Volkswagen,Generic Model 3,2018,Green,171959,57804,New
5381,Nissan,Generic Model 1,2003,Black,152874,32913,Used
5382,Audi,Generic Model 1,2001,Silver,102490,36205,New
5383,Toyota,Prius,2000,Silver,42586,14983,Used
5384,Jaguar,Generic Model 2,1998,Black,115741,60625,Used
5385,Subaru,Generic Model 1,1993,Red,160407,32966,New
5386,Honda,Odyssey,1996,Blue,104809,33529,Used
5387,Tesla,Generic Model 3,1996,White,95369,65517,Used
5388,Mercedes-Benz,Generic Model 3,2006,White,25237,14002,Used
5389,Volkswagen,Generic Model 3,1990,Green,190336,13148,New
5390,Audi,Generic Model 3,1997,Black,158536,39823,New
5391,Volkswagen,Generic Model 1,2017,White,4615,7996,Used
5392,Subaru,Generic Model 2,2021,Black,47249,38777,Used
5393,Mazda,Generic Model 3,2007,Black,3223,26934,New
5394,Honda,Civic,2010,Silver,115225,6029,New
5395,Mazda,Generic Model 2,2006,Silver,179442,8898,New
5396,Honda,CR-V,1991,Green,126284,46810,Used
5397,Volkswagen,Generic Model 2,2012,Red,54022,57361,Used
5398,Volkswagen,Generic Model 1,2008,White,26321,74641,Used
5399,Jeep,Generic Model 3,2006,Red,52007,72357,New
5400,Audi,Generic Model 1,2004,Green,1463,71076,New
5401,Mercedes-Benz,Generic Model 1,2021,Green,21844,22448,Used
5402,Land Rover,Generic Model 2,2000,Silver,40299,10377,Used
5403,Lexus,Generic Model 1,2019,Red,156062,20413,Used
5404,Land Rover,Generic Model 1,2017,Black,108611,75527,New
5405,Mazda,Generic Model 1,1995,Green,111173,54135,New
5406,Volkswagen,Generic Model 1,2002,Blue,70644,16578,New
5407,Jaguar,Generic Model 3,1990,Blue,75218,9796,Used
5408,Hyundai,Generic Model 2,2007,Blue,42527,74070,Used
5409,Porsche,Generic Model 3,1996,Silver,65538,72392,Used
5410,Honda,Civic,2012,Green,61839,15986,Used
5411,Hyundai,Generic Model 3,1995,Black,3017,57533,Used
5412,BMW,Generic Model 3,2014,Silver,144901,52370,New
5413,Mazda,Generic Model 1,1999,Black,59626,38548,New
5414,Mazda,Generic Model 1,1992,Red,48256,26321,New
5415,Land Rover,Generic Model 3,1999,Black,20885,70251,New
5416,Nissan,Generic Model 2,2015,Red,63225,45763,Used
5417,Land Rover,Generic Model 2,2008,Black,31690,31112,New
5418,Volkswagen,Generic Model 1,2005,White,124496,48061,Used
5419,Hyundai,Generic Model 1,1993,Green,25317,7755,New
5420,Audi,Generic Model 3,1990,White,3980,32314,Used
5421,Volkswagen,Generic Model 2,1994,White,82798,18533,New
5422,Toyota,Corolla,2010,Red,11951,75995,New
5423,Honda,Fit,2019,Black,149292,51825,New
5424,Kia,Generic Model 1,2017,Red,32369,60134,New
5425,BMW,Generic Model 2,1999,White,122051,32225,Used
5426,Kia,Generic Model 3,2012,Green,44867,25020,New
5427,Land Rover,Generic Model 2,1991,Black,143232,5423,Used
5428,BMW,Generic Model 1,2015,Silver,20549,16816,Used
5429,Tesla,Generic Model 3,2019,White,131601,62690,New
5430,Toyota,Corolla,2009,Green,102275,54366,New
5431,Jaguar,Generic Model 1,2016,Green,80635,45070,New
5432,Volvo,Generic Model 2,2000,White,185206,45289,New
5433,Kia,Generic Model 3,1993,Black,68213,50110,Used
5434,Mazda,Generic Model 1,1995,Red,72380,49828,Used
5435,Porsche,Generic Model 2,1998,Blue,3864,7047,New
5436,Chevrolet,Generic Model 3,2017,Blue,92052,63235,Used
5437,Ford,Focus,2002,White,81793,16793,New
5438,Volvo,Generic Model 1,1999,Silver,18942,37593,Used
5439,Mercedes-Benz,Generic Model 3,1995,Blue,105536,65182,New
5440,Jeep,Generic Model 1,2018,Blue,13004,13714,New
5441,Jeep,Generic Model 3,2005,Red,105553,28043,Used
5442,Jeep,Generic Model 1,2019,Blue,109019,34443,Used
5443,Kia,Generic Model 2,2017,White,11135,75398,Used
5444,Toyota,RAV4,2005,Black,59546,56144,Used
